timestamp,device_id,energy_consumed,device_type,location,data_size,latency,error_rate,protocol_type,air_quality,temperature,humidity,traffic_flow,transaction_id,transaction_status,block_hash,node_id,validation_status,model_version,training_time,model_accuracy,communication_cost,system_status
2020-01-02 01:35:00,device_3,3.55,heater,Zone 4,881,36,0.08,FTP,137,21.7,30,2,txn_308,failed,block_3452,node_2,failed,5,178,0.75,0.08,2
2020-01-02 01:40:00,device_4,2.68,smart appliance,Zone 4,2602,21,0.091,MQTT,67,25.5,79,29,txn_309,failed,block_2877,node_2,failed,1,139,0.74,0.07,3
2020-01-02 01:45:00,device_2,2.84,light bulb,Zone 5,3271,23,0.034,FTP,74,32.0,55,36,txn_310,confirmed,block_5486,node_2,successful,4,70,0.77,0.08,2
2020-01-02 01:50:00,device_4,2.75,heater,Zone 1,3072,31,0.063,MQTT,86,34.6,37,70,txn_311,pending,block_6738,node_1,successful,3,66,0.92,0.11,3
2020-01-02 01:55:00,device_4,4.16,heater,Zone 3,1725,46,0.072,HTTP,78,28.0,51,9,txn_312,pending,block_8567,node_2,failed,2,172,0.79,0.09,1
2020-01-02 02:00:00,device_4,1.59,light bulb,Zone 4,2209,44,0.083,FTP,111,29.0,47,82,txn_313,confirmed,block_3697,node_3,failed,3,187,0.85,0.07,2
2020-01-02 02:05:00,device_1,0.3,fan,Zone 5,2228,47,0.011,MQTT,117,22.0,48,20,txn_314,pending,block_1468,node_2,failed,4,245,0.91,0.18,1
2020-01-02 02:10:00,device_3,0.74,heater,Zone 1,3786,18,0.02,HTTP,127,32.1,51,11,txn_315,confirmed,block_1591,node_2,failed,4,148,0.84,0.01,1
2020-01-02 02:15:00,device_1,4.15,air conditioner,Zone 5,544,29,0.077,MQTT,60,33.6,67,19,txn_316,confirmed,block_2994,node_1,successful,3,113,0.73,0.14,3
2020-01-02 02:20:00,device_1,3.88,smart appliance,Zone 4,1771,12,0.041,HTTP,120,32.1,75,17,txn_317,confirmed,block_4761,node_1,successful,2,105,0.89,0.15,1
2020-01-02 02:25:00,device_1,4.02,smart appliance,Zone 4,2590,11,0.028,FTP,128,15.7,60,50,txn_318,confirmed,block_4638,node_2,failed,3,101,0.84,0.05,3
2020-01-02 02:30:00,device_3,2.27,fan,Zone 4,554,30,0.078,MQTT,116,15.4,79,17,txn_319,failed,block_7739,node_1,failed,5,281,0.8,0.13,1
2020-01-02 02:35:00,device_5,4.44,heater,Zone 2,2887,32,0.077,MQTT,65,18.4,31,96,txn_320,confirmed,block_1786,node_1,failed,2,121,0.91,0.12,1
2020-01-02 02:40:00,device_5,1.49,fan,Zone 1,1957,5,0.061,CoAP,89,22.5,42,68,txn_321,confirmed,block_3034,node_1,failed,3,85,0.93,0.07,3
2020-01-02 02:45:00,device_4,2.45,smart appliance,Zone 3,3099,5,0.015,MQTT,73,16.5,56,58,txn_322,confirmed,block_3229,node_2,failed,1,209,0.75,0.06,1
2020-01-02 02:50:00,device_1,1.2,air conditioner,Zone 1,206,28,0.02,FTP,123,25.4,56,91,txn_323,failed,block_6279,node_2,successful,2,195,0.84,0.04,1
2020-01-02 02:55:00,device_5,0.47,air conditioner,Zone 4,3062,46,0.087,HTTP,115,33.2,42,75,txn_324,pending,block_6066,node_2,failed,5,144,0.91,0.09,3
2020-01-02 03:00:00,device_4,3.13,air conditioner,Zone 4,4099,44,0.034,CoAP,143,18.7,38,32,txn_325,pending,block_2287,node_2,successful,2,179,0.74,0.09,2
2020-01-02 03:05:00,device_5,0.27,air conditioner,Zone 5,510,45,0.012,MQTT,89,24.3,42,77,txn_326,pending,block_4498,node_3,successful,4,189,0.76,0.02,2
2020-01-02 03:10:00,device_2,1.09,air conditioner,Zone 2,2731,13,0.062,HTTP,125,30.7,30,78,txn_327,confirmed,block_5880,node_3,failed,5,50,0.74,0.08,2
2020-01-02 03:15:00,device_5,1.84,air conditioner,Zone 4,2347,40,0.032,CoAP,87,22.9,70,76,txn_328,failed,block_4736,node_3,failed,3,294,0.86,0.05,3
2020-01-02 03:20:00,device_4,2.71,air conditioner,Zone 2,3763,28,0.019,MQTT,64,34.5,54,65,txn_329,confirmed,block_7088,node_2,failed,2,165,0.87,0.2,2
2020-01-02 03:25:00,device_5,0.89,fan,Zone 5,1674,39,0.012,FTP,128,15.9,80,74,txn_330,pending,block_4324,node_2,failed,5,216,0.91,0.08,1
2020-01-02 03:30:00,device_1,4.17,air conditioner,Zone 1,4366,44,0.087,CoAP,66,22.9,44,37,txn_331,pending,block_7565,node_1,failed,2,237,0.89,0.19,3
2020-01-02 03:35:00,device_1,3.64,fan,Zone 2,3003,49,0.058,CoAP,133,22.6,37,14,txn_332,failed,block_3948,node_3,failed,5,122,0.92,0.04,3
2020-01-02 03:40:00,device_2,0.15,heater,Zone 3,943,22,0.019,FTP,114,24.4,56,82,txn_333,failed,block_4266,node_2,successful,1,139,0.81,0.2,1
2020-01-02 03:45:00,device_4,0.63,smart appliance,Zone 2,1682,5,0.069,CoAP,120,33.7,78,99,txn_334,failed,block_9301,node_1,successful,2,133,0.81,0.15,2
2020-01-02 03:50:00,device_3,3.65,heater,Zone 1,2799,46,0.084,CoAP,114,27.2,64,36,txn_335,pending,block_2208,node_2,successful,1,113,0.81,0.11,3
2020-01-02 03:55:00,device_3,0.27,smart appliance,Zone 2,1777,16,0.016,FTP,72,27.0,30,8,txn_336,failed,block_8861,node_1,successful,5,251,0.93,0.17,3
2020-01-02 04:00:00,device_2,3.29,smart appliance,Zone 3,4889,40,0.013,MQTT,59,26.8,52,64,txn_337,confirmed,block_1591,node_1,failed,3,145,0.78,0.02,1
2020-01-02 04:05:00,device_3,4.53,fan,Zone 3,969,16,0.074,FTP,92,22.7,34,75,txn_338,failed,block_2568,node_3,successful,4,249,0.95,0.04,2
2020-01-02 04:10:00,device_1,0.7,fan,Zone 2,2814,21,0.069,CoAP,98,26.2,71,29,txn_339,pending,block_2247,node_2,failed,3,260,0.82,0.12,2
2020-01-02 04:15:00,device_2,0.65,light bulb,Zone 1,4005,6,0.032,CoAP,125,24.3,36,90,txn_340,failed,block_9990,node_2,failed,2,198,0.89,0.06,1
2020-01-02 04:20:00,device_3,1.95,heater,Zone 1,1238,21,0.051,FTP,97,34.0,71,41,txn_341,confirmed,block_3868,node_2,failed,1,253,0.82,0.09,1
2020-01-02 04:25:00,device_3,4.54,smart appliance,Zone 2,3734,37,0.1,MQTT,74,25.4,58,26,txn_342,confirmed,block_2847,node_3,failed,1,161,0.73,0.19,1
2020-01-02 04:30:00,device_1,1.52,smart appliance,Zone 3,2844,49,0.023,HTTP,117,34.8,63,9,txn_343,failed,block_4001,node_3,failed,2,239,0.7,0.03,1
2020-01-02 04:35:00,device_3,2.49,air conditioner,Zone 5,4293,8,0.012,HTTP,142,26.9,68,62,txn_344,failed,block_5240,node_1,failed,5,129,0.86,0.2,3
2020-01-02 04:40:00,device_2,1.42,heater,Zone 2,2629,37,0.057,HTTP,64,20.8,32,35,txn_345,confirmed,block_9946,node_2,successful,4,200,0.83,0.02,2
2020-01-02 04:45:00,device_1,1.23,light bulb,Zone 2,865,6,0.07,MQTT,56,17.2,57,62,txn_346,failed,block_6755,node_3,successful,4,263,0.94,0.02,2
2020-01-02 04:50:00,device_4,1.21,fan,Zone 2,4560,50,0.009,FTP,109,34.6,75,97,txn_347,confirmed,block_8877,node_2,successful,5,250,0.93,0.14,1
2020-01-02 04:55:00,device_4,2.03,fan,Zone 5,2468,29,0.087,FTP,134,20.9,65,0,txn_348,pending,block_3169,node_2,failed,3,87,0.86,0.07,3
2020-01-02 05:00:00,device_1,3.57,light bulb,Zone 1,903,33,0.034,MQTT,104,26.7,62,35,txn_349,failed,block_5220,node_3,successful,5,134,0.93,0.1,3
2020-01-02 05:05:00,device_1,1.09,light bulb,Zone 5,4786,43,0.035,MQTT,144,29.4,45,11,txn_350,failed,block_6560,node_2,successful,1,251,0.94,0.16,2
2020-01-02 05:10:00,device_3,3.97,air conditioner,Zone 3,4693,47,0.08,CoAP,111,21.4,47,86,txn_351,confirmed,block_3000,node_2,successful,1,148,0.84,0.17,1
2020-01-02 05:15:00,device_2,0.65,fan,Zone 5,1495,33,0.096,MQTT,142,15.5,37,16,txn_352,confirmed,block_3042,node_3,successful,5,49,0.84,0.05,2
2020-01-02 05:20:00,device_2,2.5,light bulb,Zone 2,4313,41,0.053,HTTP,128,22.0,42,44,txn_353,confirmed,block_7161,node_3,successful,1,114,0.72,0.13,3
2020-01-02 05:25:00,device_5,1.54,heater,Zone 3,1523,31,0.086,MQTT,148,16.5,62,89,txn_354,failed,block_1916,node_1,failed,5,291,0.72,0.05,3
2020-01-02 05:30:00,device_2,1.95,light bulb,Zone 2,4431,47,0.039,FTP,130,16.5,61,57,txn_355,confirmed,block_1543,node_1,failed,2,59,0.72,0.07,2
2020-01-02 05:35:00,device_3,1.73,fan,Zone 3,1151,8,0.014,HTTP,133,17.1,67,28,txn_356,confirmed,block_2496,node_2,failed,4,287,0.91,0.08,3
2020-01-02 05:40:00,device_1,0.18,air conditioner,Zone 3,3214,8,0.01,MQTT,107,27.3,61,51,txn_357,confirmed,block_1275,node_2,successful,4,112,0.77,0.02,3
2020-01-02 05:45:00,device_2,3.1,heater,Zone 4,951,27,0.099,CoAP,55,34.0,70,87,txn_358,confirmed,block_2674,node_2,successful,3,130,0.71,0.17,2
2020-01-02 05:50:00,device_4,0.13,fan,Zone 4,1900,8,0.082,FTP,129,33.3,52,51,txn_359,confirmed,block_9027,node_2,failed,1,240,0.81,0.1,1
2020-01-02 05:55:00,device_1,1.97,air conditioner,Zone 4,740,30,0.073,FTP,141,25.7,80,88,txn_360,confirmed,block_5975,node_1,failed,5,242,0.89,0.04,3
2020-01-02 06:00:00,device_2,2.74,fan,Zone 3,2845,5,0.099,FTP,106,26.9,38,70,txn_361,failed,block_9601,node_1,failed,5,107,0.74,0.04,1
2020-01-02 06:05:00,device_1,0.19,smart appliance,Zone 1,3056,33,0.097,FTP,71,33.6,61,21,txn_362,pending,block_7450,node_2,successful,4,286,0.91,0.09,2
2020-01-02 06:10:00,device_5,0.86,heater,Zone 3,4085,14,0.061,CoAP,78,28.1,36,83,txn_363,confirmed,block_3237,node_2,successful,1,180,0.87,0.16,3
2020-01-02 06:15:00,device_1,2.89,heater,Zone 4,2977,37,0.089,FTP,103,17.1,73,86,txn_364,pending,block_7576,node_1,successful,4,95,0.77,0.19,2
2020-01-02 06:20:00,device_3,3.18,light bulb,Zone 4,1632,26,0.093,FTP,89,22.1,60,85,txn_365,confirmed,block_5582,node_1,failed,1,119,0.74,0.01,3
2020-01-02 06:25:00,device_1,3.54,smart appliance,Zone 4,4721,50,0.027,FTP,74,19.3,63,46,txn_366,pending,block_4100,node_3,failed,3,74,0.72,0.08,3
2020-01-02 06:30:00,device_3,1.99,light bulb,Zone 5,1913,41,0.07,MQTT,130,23.2,66,1,txn_367,confirmed,block_5698,node_3,failed,1,64,0.92,0.05,3
2020-01-02 06:35:00,device_2,4.27,air conditioner,Zone 5,4083,49,0.006,FTP,125,21.2,63,3,txn_368,failed,block_6942,node_2,failed,3,280,0.79,0.19,3
2020-01-02 06:40:00,device_3,2.27,smart appliance,Zone 4,1818,22,0.012,FTP,150,25.3,63,16,txn_369,pending,block_1471,node_3,successful,5,123,0.74,0.02,2
2020-01-02 06:45:00,device_4,0.18,light bulb,Zone 2,141,33,0.083,MQTT,64,17.4,61,90,txn_370,failed,block_4863,node_2,failed,3,83,0.92,0.12,3
2020-01-02 06:50:00,device_5,1.11,light bulb,Zone 3,2721,35,0.05,HTTP,63,34.1,51,24,txn_371,failed,block_8601,node_2,failed,4,156,0.92,0.12,2
2020-01-02 06:55:00,device_4,1.73,light bulb,Zone 4,2305,16,0.007,MQTT,69,19.7,62,50,txn_372,failed,block_8575,node_1,failed,5,241,0.82,0.2,2
2020-01-02 07:00:00,device_2,2.92,air conditioner,Zone 4,1363,36,0.044,CoAP,129,17.8,50,99,txn_373,confirmed,block_2827,node_2,failed,2,54,0.72,0.09,1
2020-01-02 07:05:00,device_5,1.38,air conditioner,Zone 2,3640,29,0.026,HTTP,68,17.3,75,44,txn_374,confirmed,block_9844,node_3,failed,2,47,0.95,0.09,1
2020-01-02 07:10:00,device_4,0.71,light bulb,Zone 2,1568,42,0.009,FTP,59,30.3,51,50,txn_375,pending,block_9190,node_1,successful,1,190,0.75,0.11,3
2020-01-02 07:15:00,device_1,3.13,air conditioner,Zone 5,2464,35,0.034,FTP,97,16.9,41,29,txn_376,confirmed,block_4713,node_2,successful,3,149,0.78,0.06,3
2020-01-02 07:20:00,device_1,3.43,fan,Zone 3,1514,12,0.01,CoAP,78,24.4,63,42,txn_377,failed,block_2733,node_3,failed,5,170,0.87,0.15,1
2020-01-02 07:25:00,device_5,4.84,fan,Zone 3,2923,29,0.035,CoAP,54,31.8,73,78,txn_378,pending,block_4635,node_3,successful,5,48,0.91,0.05,2
2020-01-02 07:30:00,device_5,4.83,air conditioner,Zone 1,1428,32,0.051,FTP,78,16.8,76,28,txn_379,confirmed,block_8436,node_1,successful,3,214,0.89,0.11,1
2020-01-02 07:35:00,device_4,2.64,heater,Zone 3,1890,37,0.0,HTTP,141,16.7,75,73,txn_380,failed,block_2945,node_2,successful,3,252,0.93,0.01,2
2020-01-02 07:40:00,device_4,3.56,air conditioner,Zone 3,557,40,0.083,HTTP,52,33.2,69,23,txn_381,confirmed,block_8569,node_3,failed,1,123,0.92,0.07,1
2020-01-02 07:45:00,device_4,4.95,fan,Zone 3,1606,24,0.071,MQTT,89,24.2,59,31,txn_382,confirmed,block_3143,node_2,failed,1,72,0.87,0.06,3
2020-01-02 07:50:00,device_3,3.65,heater,Zone 5,1216,22,0.064,CoAP,113,16.6,65,98,txn_383,failed,block_8339,node_3,successful,1,121,0.9,0.02,3
2020-01-02 07:55:00,device_1,3.79,smart appliance,Zone 3,4163,11,0.03,FTP,51,30.6,31,78,txn_384,pending,block_2761,node_1,failed,1,116,0.86,0.15,3
2020-01-02 08:00:00,device_1,3.43,heater,Zone 1,4080,7,0.018,HTTP,97,15.4,63,11,txn_385,failed,block_9656,node_2,successful,5,98,0.87,0.14,1
2020-01-02 08:05:00,device_1,2.47,light bulb,Zone 1,3408,20,0.088,MQTT,93,17.8,38,78,txn_386,confirmed,block_3434,node_1,successful,2,222,0.9,0.03,2
2020-01-02 08:10:00,device_4,2.81,smart appliance,Zone 1,180,20,0.033,MQTT,144,27.6,50,9,txn_387,pending,block_7932,node_2,failed,4,220,0.79,0.1,1
2020-01-02 08:15:00,device_3,1.89,air conditioner,Zone 5,3313,32,0.046,FTP,146,24.2,77,70,txn_388,confirmed,block_1482,node_3,failed,1,173,0.75,0.06,3
2020-01-02 08:20:00,device_3,1.84,heater,Zone 5,3194,28,0.059,MQTT,51,18.0,70,64,txn_389,confirmed,block_9933,node_3,successful,3,65,0.81,0.19,3
2020-01-02 08:25:00,device_2,0.39,smart appliance,Zone 3,3668,39,0.06,MQTT,56,16.5,31,87,txn_390,pending,block_5153,node_1,successful,4,270,0.86,0.17,2
2020-01-02 08:30:00,device_3,4.81,light bulb,Zone 2,3221,20,0.078,HTTP,124,18.1,63,21,txn_391,confirmed,block_4310,node_1,successful,3,96,0.93,0.14,1
2020-01-02 08:35:00,device_2,0.45,air conditioner,Zone 5,764,26,0.062,FTP,81,28.7,44,90,txn_392,pending,block_3206,node_3,successful,4,131,0.89,0.09,1
2020-01-02 08:40:00,device_5,3.86,heater,Zone 3,3987,45,0.075,CoAP,148,34.2,60,62,txn_393,failed,block_4653,node_1,failed,1,46,0.88,0.12,1
2020-01-02 08:45:00,device_2,4.95,smart appliance,Zone 2,1361,19,0.039,CoAP,115,18.6,35,3,txn_394,pending,block_3062,node_1,successful,2,187,0.88,0.06,3
2020-01-02 08:50:00,device_5,2.41,light bulb,Zone 1,4651,33,0.099,FTP,133,22.6,46,65,txn_395,confirmed,block_7495,node_3,failed,1,133,0.71,0.04,3
2020-01-02 08:55:00,device_3,1.91,air conditioner,Zone 2,4459,50,0.038,HTTP,94,27.8,78,77,txn_396,confirmed,block_1440,node_2,failed,1,42,0.81,0.14,2
2020-01-02 09:00:00,device_1,3.4,fan,Zone 3,2101,19,0.015,CoAP,142,21.4,64,28,txn_397,confirmed,block_7171,node_2,successful,4,286,0.83,0.16,1
2020-01-02 09:05:00,device_1,0.37,light bulb,Zone 2,2205,39,0.006,MQTT,84,21.8,60,46,txn_398,failed,block_4632,node_1,successful,5,221,0.77,0.09,1
2020-01-02 09:10:00,device_1,4.41,fan,Zone 5,1476,32,0.009,HTTP,75,17.0,51,84,txn_399,confirmed,block_6425,node_2,failed,2,224,0.72,0.14,1
2020-01-02 09:15:00,device_5,3.25,light bulb,Zone 3,1737,15,0.013,FTP,61,25.9,69,73,txn_400,confirmed,block_7134,node_2,failed,2,254,0.72,0.19,1
2020-01-02 09:20:00,device_1,4.3,smart appliance,Zone 3,2398,33,0.09,CoAP,61,32.6,75,16,txn_401,failed,block_2871,node_3,failed,2,290,0.74,0.07,1
2020-01-02 09:25:00,device_1,3.27,fan,Zone 1,2236,39,0.068,CoAP,92,28.2,76,47,txn_402,pending,block_6198,node_3,failed,2,129,0.94,0.19,3
2020-01-02 09:30:00,device_4,3.48,air conditioner,Zone 4,4106,44,0.1,CoAP,93,30.8,41,88,txn_403,failed,block_3754,node_1,failed,1,140,0.95,0.08,1
2020-01-02 09:35:00,device_1,2.59,heater,Zone 2,701,26,0.068,HTTP,68,22.9,63,82,txn_404,failed,block_2402,node_2,successful,5,237,0.73,0.14,1
2020-01-02 09:40:00,device_5,3.73,heater,Zone 1,4847,39,0.008,HTTP,106,32.7,43,18,txn_405,confirmed,block_6228,node_2,successful,2,32,0.72,0.08,1
2020-01-02 09:45:00,device_1,2.23,heater,Zone 1,773,23,0.028,HTTP,50,33.3,32,33,txn_406,failed,block_8084,node_3,failed,2,149,0.85,0.04,1
2020-01-02 09:50:00,device_4,2.36,air conditioner,Zone 2,3659,34,0.023,FTP,96,22.2,32,80,txn_407,pending,block_3878,node_2,successful,5,273,0.73,0.18,3
2020-01-02 09:55:00,device_1,2.4,fan,Zone 5,444,33,0.044,FTP,121,19.9,68,80,txn_408,failed,block_8347,node_1,successful,1,118,0.88,0.01,2
2020-01-02 10:00:00,device_2,3.43,light bulb,Zone 1,2102,28,0.044,FTP,149,24.5,42,90,txn_409,failed,block_6063,node_1,failed,4,290,0.79,0.19,2
2020-01-02 10:05:00,device_5,1.47,smart appliance,Zone 5,3936,48,0.023,MQTT,104,23.1,64,76,txn_410,confirmed,block_6675,node_1,failed,1,70,0.86,0.01,2
2020-01-02 10:10:00,device_3,3.44,air conditioner,Zone 5,1242,49,0.033,MQTT,137,21.2,76,61,txn_411,pending,block_9299,node_1,failed,3,130,0.81,0.17,1
2020-01-02 10:15:00,device_1,3.74,smart appliance,Zone 3,2973,44,0.064,CoAP,115,21.3,74,67,txn_412,confirmed,block_7118,node_1,failed,2,197,0.75,0.08,1
2020-01-02 10:20:00,device_2,3.44,light bulb,Zone 4,2025,28,0.038,CoAP,111,16.8,58,4,txn_413,pending,block_4305,node_2,failed,3,145,0.86,0.1,2
2020-01-02 10:25:00,device_5,3.93,fan,Zone 1,4491,29,0.047,MQTT,101,32.8,75,88,txn_414,confirmed,block_2677,node_2,successful,2,119,0.8,0.18,2
2020-01-02 10:30:00,device_4,3.38,heater,Zone 1,1153,41,0.001,CoAP,124,31.8,64,6,txn_415,pending,block_9125,node_3,failed,2,103,0.87,0.17,3
2020-01-02 10:35:00,device_3,0.11,smart appliance,Zone 3,1417,45,0.067,MQTT,125,24.3,69,9,txn_416,failed,block_3450,node_1,failed,1,68,0.72,0.01,1
2020-01-02 10:40:00,device_1,1.66,heater,Zone 4,1556,38,0.061,HTTP,69,19.2,65,17,txn_417,confirmed,block_8497,node_1,failed,5,222,0.81,0.11,2
2020-01-02 10:45:00,device_3,2.96,air conditioner,Zone 4,1532,7,0.088,HTTP,141,24.4,52,6,txn_418,failed,block_7489,node_3,successful,2,223,0.77,0.13,2
2020-01-02 10:50:00,device_4,1.73,light bulb,Zone 4,800,37,0.063,HTTP,91,16.0,64,95,txn_419,failed,block_9700,node_2,failed,4,235,0.83,0.14,2
2020-01-02 10:55:00,device_5,1.36,smart appliance,Zone 1,1485,36,0.041,MQTT,52,28.3,39,8,txn_420,confirmed,block_4242,node_1,failed,4,68,0.78,0.17,3
2020-01-02 11:00:00,device_3,1.87,fan,Zone 4,204,11,0.053,FTP,79,24.9,64,16,txn_421,confirmed,block_8120,node_2,failed,4,104,0.81,0.04,2
2020-01-02 11:05:00,device_4,1.83,light bulb,Zone 1,4537,19,0.024,CoAP,57,20.6,30,22,txn_422,confirmed,block_4472,node_1,successful,2,171,0.77,0.19,3
2020-01-02 11:10:00,device_4,2.84,fan,Zone 4,4517,39,0.018,MQTT,86,18.6,33,40,txn_423,pending,block_7984,node_3,failed,4,244,0.86,0.04,3
2020-01-02 11:15:00,device_2,4.28,air conditioner,Zone 3,4946,44,0.045,HTTP,150,23.4,59,97,txn_424,confirmed,block_9680,node_1,successful,3,221,0.71,0.02,2
2020-01-02 11:20:00,device_1,2.57,light bulb,Zone 2,798,22,0.082,FTP,119,22.0,73,95,txn_425,failed,block_8347,node_1,failed,5,44,0.78,0.15,3
2020-01-02 11:25:00,device_4,1.3,fan,Zone 2,1058,32,0.069,HTTP,145,29.5,47,89,txn_426,failed,block_9368,node_1,failed,3,121,0.92,0.16,2
2020-01-02 11:30:00,device_4,1.25,smart appliance,Zone 1,4396,29,0.067,CoAP,68,24.7,65,22,txn_427,failed,block_9492,node_3,successful,2,219,0.7,0.15,1
2020-01-02 11:35:00,device_3,3.52,heater,Zone 3,2694,6,0.039,CoAP,101,32.3,58,97,txn_428,pending,block_7975,node_3,successful,5,111,0.81,0.19,3
2020-01-02 11:40:00,device_4,0.53,air conditioner,Zone 3,1110,26,0.009,HTTP,120,23.2,57,44,txn_429,failed,block_2868,node_3,failed,1,118,0.95,0.11,3
2020-01-02 11:45:00,device_5,3.07,light bulb,Zone 1,2953,43,0.054,FTP,123,21.7,50,41,txn_430,confirmed,block_6470,node_2,successful,5,204,0.7,0.02,1
2020-01-02 11:50:00,device_4,2.7,light bulb,Zone 2,4318,45,0.018,CoAP,107,28.8,58,84,txn_431,failed,block_9747,node_2,failed,4,174,0.72,0.01,3
2020-01-02 11:55:00,device_1,0.73,air conditioner,Zone 1,2503,6,0.021,MQTT,87,18.4,31,49,txn_432,failed,block_1260,node_2,successful,4,290,0.93,0.11,2
2020-01-02 12:00:00,device_5,2.53,fan,Zone 3,761,46,0.007,CoAP,93,25.1,63,68,txn_433,confirmed,block_6224,node_1,successful,1,83,0.81,0.16,3
2020-01-02 12:05:00,device_2,3.35,light bulb,Zone 1,3757,30,0.054,FTP,89,27.2,70,26,txn_434,pending,block_1505,node_2,successful,3,141,0.89,0.11,1
2020-01-02 12:10:00,device_3,4.04,smart appliance,Zone 3,393,41,0.011,MQTT,65,25.7,44,11,txn_435,failed,block_5242,node_3,failed,2,139,0.93,0.16,2
2020-01-02 12:15:00,device_3,4.51,smart appliance,Zone 1,2515,38,0.015,MQTT,64,16.0,52,93,txn_436,failed,block_2106,node_2,successful,3,193,0.87,0.08,2
2020-01-02 12:20:00,device_1,3.12,heater,Zone 4,2052,36,0.06,MQTT,110,21.9,43,84,txn_437,pending,block_7286,node_3,successful,2,286,0.85,0.02,3
2020-01-02 12:25:00,device_5,4.31,air conditioner,Zone 5,970,13,0.039,MQTT,105,18.0,76,21,txn_438,confirmed,block_5114,node_3,failed,3,122,0.82,0.1,2
2020-01-02 12:30:00,device_2,1.21,smart appliance,Zone 2,482,20,0.033,HTTP,71,18.0,76,43,txn_439,pending,block_7889,node_1,successful,3,134,0.75,0.17,3
2020-01-02 12:35:00,device_2,3.03,fan,Zone 5,422,17,0.079,CoAP,134,26.4,68,100,txn_440,failed,block_3131,node_2,failed,2,91,0.72,0.09,1
2020-01-02 12:40:00,device_2,1.06,air conditioner,Zone 5,136,13,0.015,FTP,66,22.9,80,29,txn_441,confirmed,block_1286,node_2,failed,1,80,0.77,0.07,2
2020-01-02 12:45:00,device_5,2.26,smart appliance,Zone 5,4440,11,0.049,FTP,74,33.9,58,13,txn_442,confirmed,block_8781,node_3,successful,4,63,0.76,0.12,2
2020-01-02 12:50:00,device_5,2.63,fan,Zone 5,687,16,0.08,CoAP,75,25.3,45,0,txn_443,failed,block_7459,node_3,successful,1,37,0.87,0.05,2
2020-01-02 12:55:00,device_2,4.25,smart appliance,Zone 2,4770,36,0.001,FTP,119,27.6,32,76,txn_444,failed,block_9981,node_1,failed,1,193,0.84,0.05,3
2020-01-02 13:00:00,device_4,3.2,heater,Zone 5,2319,46,0.021,FTP,131,21.8,75,90,txn_445,pending,block_6890,node_3,successful,4,257,0.86,0.02,1
2020-01-02 13:05:00,device_1,0.8,air conditioner,Zone 4,4635,45,0.029,HTTP,100,15.5,33,92,txn_446,confirmed,block_4065,node_2,failed,5,298,0.92,0.17,2
2020-01-02 13:10:00,device_1,3.23,smart appliance,Zone 5,3534,27,0.008,HTTP,90,33.0,57,19,txn_447,confirmed,block_4912,node_3,failed,3,56,0.82,0.17,3
2020-01-02 13:15:00,device_1,0.6,heater,Zone 4,4933,36,0.035,FTP,131,30.0,72,40,txn_448,confirmed,block_2978,node_3,failed,4,196,0.74,0.15,3
2020-01-02 13:20:00,device_1,2.19,fan,Zone 4,1126,18,0.032,CoAP,128,31.8,57,51,txn_449,failed,block_8766,node_2,successful,3,91,0.82,0.12,2
2020-01-02 13:25:00,device_2,3.23,smart appliance,Zone 5,3272,21,0.036,MQTT,56,25.3,68,14,txn_450,pending,block_2005,node_3,failed,2,274,0.88,0.06,2
2020-01-02 13:30:00,device_3,3.42,light bulb,Zone 1,3592,42,0.026,CoAP,142,27.6,71,85,txn_451,pending,block_6188,node_3,successful,5,152,0.73,0.02,3
2020-01-02 13:35:00,device_4,1.0,fan,Zone 2,3455,35,0.014,FTP,66,31.6,36,79,txn_452,failed,block_7628,node_3,failed,1,224,0.95,0.08,3
2020-01-02 13:40:00,device_2,1.7,smart appliance,Zone 5,4515,30,0.063,HTTP,144,32.6,64,65,txn_453,failed,block_2282,node_1,failed,2,169,0.91,0.19,3
2020-01-02 13:45:00,device_2,1.64,fan,Zone 1,2570,47,0.097,HTTP,122,22.2,72,52,txn_454,confirmed,block_3496,node_1,successful,3,82,0.73,0.09,3
2020-01-02 13:50:00,device_3,0.89,light bulb,Zone 3,3390,35,0.051,HTTP,74,27.4,61,100,txn_455,pending,block_2870,node_2,successful,5,110,0.94,0.04,3
2020-01-02 13:55:00,device_4,0.79,air conditioner,Zone 1,2253,9,0.027,FTP,95,17.9,57,23,txn_456,confirmed,block_1109,node_3,failed,4,276,0.77,0.02,3
2020-01-02 14:00:00,device_1,3.92,light bulb,Zone 4,2114,17,0.035,CoAP,57,30.1,75,35,txn_457,failed,block_4106,node_1,successful,1,289,0.86,0.1,3
2020-01-02 14:05:00,device_2,2.22,light bulb,Zone 2,485,36,0.092,MQTT,73,31.7,66,66,txn_458,pending,block_2424,node_3,failed,4,220,0.91,0.13,3
2020-01-02 14:10:00,device_5,4.6,light bulb,Zone 2,1878,8,0.054,CoAP,100,22.8,77,18,txn_459,pending,block_4478,node_2,failed,1,269,0.92,0.18,3
2020-01-02 14:15:00,device_3,0.14,heater,Zone 2,3095,28,0.039,FTP,63,25.4,67,64,txn_460,pending,block_6163,node_1,successful,1,53,0.71,0.11,1
2020-01-02 14:20:00,device_3,4.49,smart appliance,Zone 3,2504,33,0.009,MQTT,61,18.5,59,66,txn_461,confirmed,block_4535,node_3,failed,5,99,0.9,0.18,2
